id,country_code_iso,company_code_uic,internal_id,decision_id,in_timetable,due_to_railway_features,line,metre_post_from,metre_post_to,station_from,station_to,on_main_track,main_track_side,station_track_switch_source_text,station_track_from,station_switch_from,station_switch_to,operating_speed,reduced_speed,reduced_speed_for_mus,not_signalled_from_start_point,not_signalled_from_end_point,cause_source_text,cause_category_1,cause_category_2,cause_category_3,time_from,work_to_be_done,time_to,comment
00bce675367ff85abcf7c780a2580b0b,HU,55,,4-048/2022/MAV,0,0,100,14065,14150,Pestszentlőrinc,Szemeretelep,1,left,,,,,120,80,80,,,Pályahiba. síntörés ideiglenes elhárítása után technológiai okból,,,,2022-02-09 12:00:00,,,
00ccf5bcf43499f2f149d9d292508242,HU,55,,42142-5/2017/MÁV,1,0,10,9900,10400,Ménfőcsanak,,0,,II. sz. vágány,2,,,40,10,10,,,"Pályaállapot. Avult felépítmény, korhadt fabetétek",,,,2018-03-25 22:00:00,,,2 - 1 sz. kitérők között
00cd9b1eff8d5b838cad73c870941018,HU,55,,Vágány lezárva,1,0,140,58000,58100,Kiskunfélegyháza,,0,,XXI.,21,,,40,0,0,,,Pályaállapot. Vágány lezárva kihasználatlanság (nincs anyagrakodás) miatt,,,,2017-05-28 22:00:00,,,
00d7572c554248e126f649791cab60af,HU,55,,Gy.238-473/2007.,1,0,4,24500,24700,Nyergesújfalu,,0,,"I. sz. ""Raktári"" csonka vágány",1,,,40,0,0,,,Pályaállapot. kizárva,,,,2007-12-08 23:00:00,,,5 sz. kitérő -
00dcad41d4afd2babb9870d83bef3f82,HU,55,,342/2002.PGF.,1,0,154,75900,77300,Baja,,0,,III. vágány,3,,,100,40,40,,,"Pályaállapot. Rossz aljállag, szennyezett ágyazat",,,,2002-08-30 22:00:00,,,
00e36fc693471ae92fee37bf95b6bd1b,HU,55,,34976/2020/MAV,1,0,60,45800,46400,Vízvár,,0,,II.vágány,2,,,40,20,20,,,Pályaállapot. műszaki állapot,,,,2020-12-12 23:00:00,,,
00fdbd09635367247ac8856e955a847b,HU,55,,35231/2021/MAV,1,0,92,45030,46014,Bánréve,,0,,II. vg.,2,,,100,40,40,,,Pályaállapot. x,,,,2021-12-11 23:00:00,,,
0106de3c352329082c87d7fa839f4bd9,HU,55,,*,1,0,106,600,700,Debrecen,,0,,2. sz. kitérő,2,,,60,40,40,,,Egyéb ok. pályageometriai adottságok miatt sebesség nem emelhető,,,,2022-12-10 23:00:00,,,D vágányút a kezdőpont felől
0116d6dd65f62d7d7c2c733039ad28bf,HU,55,,1517-94/2008.,1,0,147,5600,5100,Gádoros,Orosháza,1,,,,,,50,40,40,,,Egyéb ok. Behatási pontok rövidsége miatt páratlan számú vonatok részére. Csak Orosháza felől.,,,,2008-12-13 23:00:00,,,Páratlan számú vonatok részére
0119e3d926b89a8180935d2994c265c7,HU,55,,HEG,1,0,12,1526,1554,Felsőgalla,,0,,"Alsógalla ""Brikettgyári"" I/6 sz. kitérő",InvalidRomanNumeralError,,,40,0,0,,,"Kitérő állapota. kopott kitérő alkatrészek, korhadt aljak",,,,2017-06-01 22:00:00,,,
0121c91fd32c6962f9cc4551adaede54,HU,55,,1-380/2021/MAV,0,0,218,931,964,Rákosrendezői elágazás,,0,,A/1 sz. kitérőn,InvalidRomanNumeralError,,,40,20,20,,,Pályahiba. Sorozatos síncsavar kiszakadások.,,,,2021-12-17 09:00:00,,,
0124378b1f7ef4b4e3c7cd05ff92c929,HU,55,,n.a.,0,0,90,56941,57063,Hidasnémeti,,0,,XII. sz. Rakodó vg.,12,,,40,0,0,,,Pályahiba. Forgalomból kizárt,,,,2016-12-31 23:00:00,,,
0124997390f369b805f3938e361931d5,HU,55,,napi kimutatás,1,0,35,20500,20700,Mernye,,0,,II.átmenő fővágány,2,,,60,40,40,,,Pályaállapot. műszaki állapot,,,,2016-12-10 23:00:00,,,
0127bb69d46e0e304738d0d990861eda,HU,55,,41522/2019/MÁV,1,0,1,188304,188888,Hegyeshalom,,0,,XV. sz. rpu. vágány,15,,,40,5,5,,,"Pályaállapot. Avult felépítmény, korhadt aljak",,,,2019-12-07 23:00:00,,,427 - 431 sz. kitérők között
013d7c63ae53a0f8b11eb90bc7668e9d,HU,55,,*,0,0,106,6362,6769,Derecske,,0,,I. vg.,1,,,5,0,0,,,Pályahiba. műszaki állapot,,,,2017-05-26 11:52:00,,,Vágány műszaki állapota miatt
01409907f4371c5c52ebda03785b5632,HU,55,,34966/2022/MAV,1,0,113 (1),900,6500,Nyíregyháza,Nagykálló,1,,,,,,50,40,50,,,Pályaállapot. Műszaki állapot,,,,2023-12-09 23:00:00,,,Nyíregyháza felől az előjelző 50m. hibaszelvény: 43+57=44+00
014544090104c1553a55357f4259b900,HU,55,,B 1307,1,0,26,29200,30000,Sümegi Bazaltbánya,,0,,II.vg.,2,,,40,5,5,,,Pályaállapot. csonka vg.,,,,2013-12-12 23:00:00,,,csonka vg.
0158a74dc1f1cf0e9209cd33315cd00f,HU,55,,42142/2017/MÁV,1,0,225,900,1300,Ferencváros-Nyugati rendező nyugati fogadó,,0,,Kocsijavító III. sz. vágány,3,,,40,5,5,,,Pályaállapot. A sebességkorlátozás az érintett vágány kiépítési sebessége is egyben. A sebességkorlátozás nem emelhető,,,,2017-12-09 23:00:00,,,303 - 309 sz. kitérők között; 180 kN tengelyterhelés korlátozás
0158d75b413918cbd55ffac8b3fc0be2,HU,55,,B 1307,1,0,26,24900,25000,Keszthely,,0,,X. vg.,10,,,40,5,5,,,Pályaállapot. .,,,,2013-12-12 23:00:00,,,
015bed163c6fb071ee738330fa6bb6ae,HU,55,,TPLO.Ms. 2022.,1,0,80,180003,180782,Miskolc-Rendező,,0,,20. vágány,20,,,40,0,0,,,Pályaállapot. Forgalomból kizárva. 80c vonalból bontott vágánymezők tárolása.,,,,2021-12-11 23:00:00,,,Vágánymező tárolás.
0160dd4eb210c45cf83ae874d0ec5379,HU,55,,Tel.Nagy L.,0,0,284c,3300,3900,Eperjeske-Átrakó ömlesztett,,0,,Csuszda cserélő V. sz. vg.,5,,,40,5,5,,,Pályahiba. aljállag romlása,,,,2011-06-06 06:30:00,,,
017a7e2386d756ee84a9866146b5b34d,HU,55,,34966/2022/MAV,1,0,145,15000,14000,Lakitelek,Nyárlőrinc,1,,,,,,60,30,40,,,"Pályaállapot. pálya műszaki állapota miatt, avult felépítmény, rossz aljállag miatt, fekszint hibák miatt",,,,2023-12-09 23:00:00,,,
017ff43df923ba5e00ad4e9e1b2ea5a7,HU,55,,22768-1/2021/MÁV,1,0,150,400,1300,Ferencváros,Soroksári út,1,left,,,,,100,60,60,,,Geometria miatt. Kis sugarú ívek miatt,,,,2022-12-09 23:00:00,,,
019c2c2992ab0c04e1bf5bafea40af4b,HU,55,,1-290/2021,0,0,100,14400,14700,Pestszentlőrinc,Szemeretelep,1,left,,,,,120,100,100,,,Pályahiba. ívben féloldalas süppedés,,,,2021-10-13 08:00:00,,,
01a79e6739c90a1fab072c818f57c31b,HU,55,,Gy.619-45/2000.,1,0,12,6800,7300,Oroszlány,,0,,II. sz. vágány,2,,,40,20,20,,,"Pályaállapot. avult felépítmény; elsáros ágyazat, fekszínthibás ütközök (hagyományos)",,,,2000-05-27 22:00:00,,,
01a87b89aefce4af0581b6d246589142,HU,55,,22768-1/2021/MÁV,1,0,202,0,800,Angyalföldi elágazás,Rákosrendezői elágazás,1,,,,,,60,40,40,,,Pályaállapot. x,,,,2022-12-09 23:00:00,,,
01add34eb664db438dd86d84d2af30d7,HU,55,,LJ/254-146,0,0,146,28470,28505,Lakitelek kiágazás,,0,,Átmenő,,,,60,30,30,,,"Pályahiba. Fekszint, irányhibák, alj állag",,,,2023-09-29 06:00:00,,,
01addbd311debafb7e657902a5775d47,HU,55,,*,1,0,116,23600,26219,Apagy,Ófehértó,1,,,,,,60,30,40,,,Pályaállapot. Műszaki állapot,,,,2019-12-16 23:00:00,,,
01caf406adf5b739b5329016a2db78d9,HU,55,,x,1,0,41,80800,81700,Szenta,,0,,II.átmenő fővágány,2,,,100,60,60,,,Pályaállapot csak tehervonatok részére. műszaki állapot miatt,,,,2022-12-10 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs. Csak tehervonatokra érvényes! Kitűzve nincs!
01d3f72522bc412b82dad396ec259b44,HU,55,,gy. 619/2000,1,0,92,45200,45900,Bánréve,,0,,VI. vg.,6,,,40,10,10,,,"Pályaállapot. aljak, kapcsolószerek, ágyazat állapota",,,,2000-05-27 22:00:00,,,Kitűzés szerint
01e4342a049e8160b0a9a4cd425c6dbb,HU,55,,*,1,0,100,26100,26300,Demecser,,1,left,III. sz. bal átmenő fővágány,3,,,120,100,100,,,Egyéb ok. A 8. sz. átszelési kitérőre engedélyezett sebesség 100 km/h,,,,2022-12-10 23:00:00,,,
01e75c3e83fb52a3f9e35f427d0b093f,HU,55,,34966/2022/MAV,1,0,140,115784,116590,Szeged-Rendező,,0,,IV. vágány,4,,,40,10,10,,,Pályaállapot. pálya rossz műszaki áll. miatt (fekszint problémák),,,,2024-01-05 23:00:00,,,
020a265b466aa683b8421fb17984b580,HU,43,SK-5/2012/15,,1,0,15,73950,74400,Bük,Acsád ,1,,None,None,,,120,80,80,,,Pálya állapota,,,,2012-03-30 10:00:00,None,,
020a451b31478e524056d1a54b0bae92,HU,55,,25,0,0,80,180800,180850,Miskolc-Rendező,,0,,488 sz. váltó,488,,,40,5,5,,,Pályahiba. csúcsbetét törött,,,,2023-02-07 11:00:00,,,
020cfab64196dd52eb12fb878ebe93ad,HU,55,,42142/2017/MÁV,1,0,82,25220,25320,Jászberény,,0,,VI. sz. vágány,6,,,40,0,0,,,Pályaállapot. kizárva,,,,2017-12-09 23:00:00,,,10 - 16 - 15 sz. kitérők között
0214d75afa0f14a20b73ef6320279dc4,HU,55,,Tel.Farkas Béla fpm.,0,0,100,63700,64587,Záhony-Rendező,,0,,XIX. sz. vg.,19,,,40,0,0,,,Pályahiba. *,,,,2010-03-14 16:00:00,,,
02194c761a97f4bd249bac71f3ac03c7,HU,55,,34966/2022/MÁV,1,0,82,600,1002,Hatvan,,0,,újszászi kijáró,,,,100,60,60,,,Pályaállapot. Menetrendi alapsebesség,,,,2023-12-09 23:00:00,,,
0220615f3fb07ef541af1a1dd50923d4,HU,55,,LJ/077:120,0,0,120,91800,92600,Békéscsaba,Szabadkígyós,1,,,,,,100,40,40,,,Beruházási munka. a vonalon folyó vágány átépítési munkák (az új bal vágány forgalomba helyezése) miatt,,,,2023-05-20 23:30:00,,,Az új bal vágányon!
022352922d8529404bf90fabef7a16f3,HU,55,,*,1,0,115,16100,16200,Tiborszállás,,0,,II. átm.,2,,,50,15,15,,,Hatósági határozat. *,,,,2019-12-13 23:00:00,,,Helyszíni őrzés alatt nem álló kitérő
022362754474e046da5475bcdfba0b95,HU,55,,b.1036,0,0,60,25850,25950,Gyékényes,Berzence,1,,,,,,80,60,60,,,Pályahiba. pályaállapot,,,,2023-10-20 09:30:00,,,
022d572f0272543284d5a82152b763d0,HU,55,,52487/2017/MAV,1,0,41,1350,1488,Dombóvár alsó,,0,,TPLO vágány,,,,40,10,10,,,Pályaállapot. aljak állapota miatt,,,,2017-12-09 23:00:00,,,
0237ac540f946a5ae367fa736ed34ff5,HU,55,,34966/2022/MÁV,1,0,81,110394,110933,Nagybátony,,0,,III. sz. vágány,3,,,40,10,10,,,Pályaállapot. x,,,,2023-12-08 23:00:00,,,
02454b54e2744e5ed87ef51a96a5cc09,HU,55,,Gy.2384-1032/2008.,1,0,5a,8100,8700,Balinka,,0,,07. sz. vágány,7,,,40,0,0,,,Egyéb ok. Pályakapacitás csökkentés_2012.12.14,,,,2008-12-13 23:00:00,,,10/3 - 10/10 sz. kitérők között
02613996d83e43e5a736426a7379c6f8,HU,55,,Gy.619-45/2000.,1,0,1,0,700,Budapest-Keleti,,0,,54. sz. vágány,54,,,40,5,5,,,Pályaállapot. Pályaszerkezeti elégtelenség,,,,2000-05-27 22:00:00,,,
02628f31cc240a55ca16b899debb1106,HU,55,,b.466 Szabó J.B.,0,0,106,8243,10400,Derecske,Konyár,1,,,,,,60,40,40,,,Pályahiba. pályaállapot,,,,2023-12-12 11:30:00,,,
028ea6914bcd24339bb295d6feb9696c,HU,55,,n.a.,0,0,94,52328,52780,Boldva,,0,,Rakodó  vg.,InvalidRomanNumeralError,,,40,0,0,,,Pályahiba. Forgalomból kizárt,,,,2016-12-31 23:00:00,,,
028fd2242fc8b6e2130873fccca72077,HU,55,,44163/2016/MAV,1,0,264a,4700,5500,Szolnok-Rendező,,0,,Irányrendező XLV. sz. vágány,45,,,40,0,0,,,"Pályaállapot. fekszint-, irányhibák avult kapcsolószerek, a vágány a forgalomból kizárva",,,,2016-12-10 23:00:00,,,472 - 662 sz. kitérők között
02bd708e5bf0817608c9793f4ca821c6,HU,55,,b.1032,0,0,65,10300,10350,Pécsbánya-Rendező,Áta,1,,,,,,80,40,40,,,Egyéb ok miatt. söntérzéketlenség  miatt,,,,2021-11-05 11:00:00,,,Csak  kezdőpont felől!
02be72e544c47fe846fde664040eb9c2,HU,55,,Vágány lezárva,1,0,121,60500,60900,Csanádpalota,,0,,III.,3,,,40,0,0,,,Pályaállapot. Vágány lezárva,,,,2017-05-28 22:00:00,,,
02d0364cf506b4022636a96ebe59af85,HU,55,,b.264 Hekman,0,0,116,5000,7600,Nyíregyháza külső,Apagy,1,,,,,,60,30,30,,,"Pályahiba. hogy mérővonati mérés után, a diagnosztizált geometriai hibák miatt:",,,,2023-07-31 01:00:00,,,
02d6a15a57ba4ecdf61c71579a5c8f40,HU,55,,B 1307,1,0,29,117400,117600,Tapolca,,0,,XXX.sz.csonka vágány,30,,,40,5,5,,,Pályaállapot. üzemi vg. (csonka vg.  ) üzemanyag lefej,,,,2013-12-12 23:00:00,,,üzemi vg. (csonka vg.  ) üzemanyag lefejtő csonka vg. 173 m
02d9a8de5733c03fb70efdcd923d2896,HU,55,,Tel.Farkas Béla fpm.,0,0,100,64700,65300,Záhony,,0,,32. sz. kitérő,32,,,40,10,10,,,Pályahiba. műszaki áll.,,,,2008-07-04 06:30:00,,,
02dad4ebbdaeb1758941585458aa70f4,HU,55,,92,0,0,80,179460,179540,Miskolc-Rendező,,0,,Behaladó vágány.,,,,40,20,20,,,Pályahiba. Sáros ágyazat miatti fekszint hibák.,,,,2022-05-19 11:00:00,,,
02dd5b681843f0f28cbc6a404d6cf4c3,HU,55,,87784/2013/MAV,1,0,40,109300,109500,Pincehely,,0,,VIII.vágány,8,,,40,0,0,,,Pályaállapot. műszaki állapot,,,,2013-12-14 23:00:00,,,Forgalomból kizárva
02e2be1e584513b58d03e08b7e85f32b,HU,55,,Gy.2384-473/2007.,1,0,82,300,900,Hatvan,,0,,Répa IV. sz. vágány,4,,,40,0,0,,,Egyéb ok. x,,,,2007-12-08 23:00:00,,,
02e8ce8a6c29818ac01edf2b3cf84ae1,HU,55,,Gy.635-2575/2003.,1,0,12,6600,6700,Oroszlány,,0,,04a. sz. csonka vágány,4,,,40,0,0,,,"Pályaállapot. avult felépítmény; elsáros ágyazat, fekszínthibás ütközök (hagyományos)",,,,2003-12-13 23:00:00,,,2 sz. kitérő - földkúp
02fe9fe91b0485e3c164a93a070be05b,HU,55,,34966/2022/MÁV,1,0,82,2598,3000,"Hatvani ""D"" elágazás",Jászfényszaru,1,,,,,,100,60,60,,,Pályaállapot. Menetrendi alapsebesség,,,,2023-12-09 23:00:00,,,
02ff95d2ff05deed80c09c4481175f42,HU,55,,34966/2022/MAV,1,0,154,21596,30555,Mélykút,Jánoshalma,1,,,,,,100,60,60,,,Pályaállapot csak tehervonatok részére. Csak tehervonatok részére,,,,2023-12-09 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs.
0308db5f2f592edc38bfe78d0936f1d0,HU,55,,n.a.,1,0,80,124133,124274,Füzesabony,,0,,XVIII. vágány,18,,,20,0,0,,,Pályaállapot. Forgalomból kizárva.,,,,2022-03-31 22:00:00,,,
033708fb78d610be41989566936f6d50,HU,55,,52487/2017/MAV,1,0,40,6000,5700,Pécs,,0,,Hízlalda,,,,40,10,10,,,Pályaállapot. A vágányok műszaki állapota miatt.,,,,2017-12-09 23:00:00,,,
034ff766a58d0b7db866a7ba44d929f8,HU,55,,Vágány lezárva,1,0,121,87900,88400,Makó,,0,,XV.,15,,,40,0,0,,,Pályaállapot. Vágány lezárva,,,,2017-05-28 22:00:00,,,
03508d5ab27f44ba21149ea4591342c7,HU,55,,1048/2012,1,0,47,18550,19000,Komló,,0,,II. vágány,2,,,40,20,20,,,Pályaállapot. műszaki állapot,,,,2012-12-08 23:00:00,,,
035b42868bfd100d0dc2b8ec6733a543,HU,55,,52487/2017/MAV,1,0,41,31014,31323,Kaposvár,,0,,M I. vágány,1000,,,40,10,10,,,Pályaállapot. műszaki állapot,,,,2017-12-09 23:00:00,,,
035bc2bedf0e37739ee3e91019e2ac23,HU,55,,HEG,1,0,12,1900,2000,Felsőgalla,,0,,"""Fatelepi"" 410/2 sz. kitérő",410,,,40,0,0,,,"Kitérő állapota. kopott kitérő alkatrészek, korhadt aljak",,,,2017-06-01 22:00:00,,,
036b652a19c0cd0fc64ec352fa547156,HU,55,,2016 áll.,1,0,11,13450,13560,Győrszabadhegy,Pannonhalma,1,,,,,,60,20,20,,,Rálátási háromszög hiánya. A 135+51 szelvényben lévő útátjáró kp.oldalán rálátási háromszög hiánya miatt a közúti forgalom biztonsága érdekében.,,,,2016-12-10 23:00:00,,,Csak páros számú vonatokra
0383c8c8ce435ad2117a799d4e267052,HU,55,,x,1,0,41,61700,70800,Beleg,Somogyszob,1,,,,,,100,60,60,,,Pályaállapot csak tehervonatok részére. műszaki állapot miatt,,,,2022-12-10 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs. Csak tehervonatokra érvényes! Kitűzve nincs!
038e322e428246c1e6172a10dec126a7,HU,55,,34966/2022/MÁV,1,0,81,125391,127000,Salgótarján külső,Somoskőújfalu,1,,,,,,90,50,50,,,Pályaállapot. Menetrendi alapsebesség,,,,2023-12-09 23:00:00,,,
038e96a3a6df7f8b112d9ec7e7a02896,HU,55,,Gy.619-45/2000.,1,0,30,0,600,Budapest-Déli,,0,,XI. sz. vágány,11,,,80,20,20,,,Pályaállapot. avult felépítmény,,,,2000-05-27 22:00:00,,,
039e72ca9588a4e7225c979602c3b741,HU,55,,42142/2017/MÁV,1,0,262,589,1206,Hatvan-Rendező,,0,,XIII. sz. vágány,13,,,40,10,10,,,Pályaállapot. x,,,,2017-12-09 23:00:00,,,427 - 445 sz. kitérők között
03a8c9e2ee88bcb0ab9291bfc36babc9,HU,55,,*,1,0,119,0,2800,Herminatanya,Ibrányi elágazás,1,,,,,,40,0,0,,,Pályaállapot. Műszaki állapot,,,,2023-01-12 23:00:00,,,
03b52046a747614652078e2ad62ec8a2,HU,55,,87784/2013/MAV.,1,0,40,158100,158600,Dombóvár,,0,,V.csonka vágány,5,,,40,0,0,,,Pályaállapot. műszaki állapot,,,,2013-12-14 23:00:00,,,"14.kitérő után, forgalomból kizárva"
03db76e96861361dce94daf9b68a4063,HU,55,,Vágány lezárva,1,0,121,87700,87800,Makó,,0,,XIII.,13,,,40,0,0,,,Pályaállapot. Vágány lezárva,,,,2017-05-28 22:00:00,,,
03dc8dd5d4bd7b0bbf2f73d7d1403c85,HU,55,,15032-476,0,0,1,6120,6160,Ferencváros,,0,,VII. sz. vágányán a 116 sz. kitérőn,116,,,40,20,20,,,Pályahiba. Ker. csúcsbetét és csúcssín kitöredezettsége.,,,,2019-07-24 06:00:00,,,116 sz. kitérőn
03dee667584e347be3f4c4b0168e3bed,HU,55,,B 1307,1,0,10,44400,44900,Pápa,,0,,IX.vg.,9,,,40,5,5,,,Pályaállapot. x,,,,2013-12-12 23:00:00,,,
03e97b15860179605290bb87a802925d,HU,55,,HM,1,0,347,89700,90500,Almásfüzitő,,0,,VII. sz. vágány és a 47. sz. kitérőn is,47,,,40,10,10,,,Pályaállapot. a kezdőpont felől járható,,,,2015-12-12 23:00:00,,,
03ef29fe56de393cdb9e4ca6ba890efe,HU,55,,Gy.619-58/2001.,1,0,75,28200,28400,Diósjenő,,0,,I. sz. vágány,1,,,40,5,5,,,Pályaállapot. x,,,,2001-06-09 22:00:00,,,6 - 11 sz. kitérők között
03feae8784581565dd408e07dfe4b4cc,HU,55,,Gy: 619-45/2000,1,0,146,43800,43700,Tiszaalpár,Lakitelek,1,,,,,,60,20,20,,,Alépítmény állapota. töltés süllyedés miatt,,,,2000-05-27 22:00:00,,,
04040b895273861938424e787115abf9,HU,55,,Gy.635-2575/2003.,1,0,30,67351,67427,Székesfehérvár,,0,,27b. sz. csonka vágány,27,,,40,0,0,,,Pályaállapot. avult felépítmény,,,,2003-12-13 23:00:00,,,414 sz. kitérő - rakodó
040e1bcc79d62d905a53dcf0187a6175,HU,55,,LJ/003:140,0,0,140,22100,22200,Nagykőrös,Katonatelep,1,,,,,,120,40,40,,,"Beruházási munka. Általános Vasútépítő Kft kérésére, szegély betonozás, korlátépítési munkák miatt ideiglenes munkavédelmi sebességkorlátozás (M43 felüljáró)",,,,2024-01-10 09:00:00,,,
041c0baff01b2804710e825563b2b22d,HU,55,,34966/2022/MÁV,1,0,100,6300,7522,Kőbánya-Teher,,1,right,09. sz. vg.,9,,,80,40,40,,,Pályaállapot. Menetrendi alapsebesség,,,,2023-12-09 23:00:00,,,
041d928db5a8f4d8ebd7bae5e981d9a1,HU,55,,*,0,0,4002,8785,8875,Tuzsér (sz.),,0,,109. sz. kitérő,109,,,60,10,10,,,Pályahiba. műszaki áll.,,,,2014-04-09 13:52:00,,,
04210f6e945544d08d79fe0aa4f5cb1a,HU,55,,b/22/306,1,0,204,719,1376,Budapest-Soroksári út rendező,,0,,VII. sz. vágány,7,,,40,0,0,,,Pályaállapot. kizárva,,,,2015-08-04 22:00:00,,,438 - 423 sz. kitérők között
042547eb2a73ab61b817334e9ad6b34b,HU,55,,b.266 Simon G,0,0,108,41600,45000,Hortobágy,Ohat-Pusztakócs,1,,,,,,80,30,30,,,Pályahiba. műszaki állapot,,,,2023-07-31 10:00:00,,,
042ab37cf8715e2abd85bba9e0f38864,HU,55,,B 376,1,0,13,72230,73000,Pápateszér,,0,,II.átm.,2,,,50,20,20,,,Pályaállapot. .,,,,2021-12-20 23:00:00,,,
042ee1b47c890ad7ceff587dd5b8a6e8,HU,55,,20158-1/2020/MAV,1,0,140,77234,78259,Csengele,,0,,II.,2,,,100,60,60,,,Pályaállapot csak tehervonatok részére. Pályaállapot romlása a megnövekedett teherforgalom miatt,,,,2022-07-31 22:00:00,,,"Csak tehervonatok részére, kitűzve nincs!"
